DateTime,"(mm) Precipitation (gridMET) at -107.0671E,38.9968N, 2015-06-01 to 2020-10-01"
7/14/19,2.8
7/15/19,2.6
7/16/19,0
7/17/19,0
7/18/19,0
7/19/19,0
7/20/19,0
7/21/19,0
7/22/19,0
7/23/19,0.4
7/24/19,0.3
7/25/19,0.7
7/26/19,0.4
7/27/19,0.7
7/28/19,0
7/29/19,0
7/30/19,2.3
7/31/19,0
8/1/19,4.9
8/2/19,0.3
8/3/19,0.4
8/4/19,14.6
8/5/19,0
8/6/19,0
8/7/19,3.7
8/8/19,1.3
8/9/19,0
8/10/19,0
8/11/19,4.2
8/12/19,0
8/13/19,0
8/14/19,0
8/15/19,0
8/16/19,0
8/17/19,0
8/18/19,0
8/19/19,0
8/20/19,0
8/21/19,0
8/22/19,0
8/23/19,0
8/24/19,0
8/25/19,0
8/26/19,0
8/27/19,0
8/28/19,0
8/29/19,0
8/30/19,0
8/31/19,0
9/1/19,0
9/2/19,0
9/3/19,2.2
9/4/19,0
9/5/19,1.4
9/6/19,1.5
9/7/19,0
9/8/19,0.8
9/9/19,0
9/10/19,2.9
9/11/19,0
9/12/19,0
9/13/19,0
9/14/19,3.3
9/15/19,3.4
9/16/19,0
9/17/19,0.9
9/18/19,0
9/19/19,0
9/20/19,0
9/21/19,0
9/22/19,0
9/23/19,0
9/24/19,0
9/25/19,0
9/26/19,0
9/27/19,1
9/28/19,0
9/29/19,0
9/30/19,0
10/1/19,0
10/2/19,0
10/3/19,0
10/4/19,0
10/5/19,0
10/6/19,0
10/7/19,0
10/8/19,0
10/9/19,1.3
10/10/19,0.3
10/11/19,0
10/12/19,0.6
10/13/19,0
10/14/19,0
10/15/19,0
10/16/19,0
10/17/19,7.1
10/18/19,8.5
10/19/19,6.6
10/20/19,3
10/21/19,2.1
10/22/19,2.9
10/23/19,1.4
10/24/19,0
10/25/19,1.9
10/26/19,1.8
10/27/19,0.7
10/28/19,3.5
10/29/19,11.4
10/30/19,0
10/31/19,3.8
11/1/19,0
11/2/19,0
11/3/19,2.8
11/4/19,0
11/5/19,0
11/6/19,0
11/7/19,0
11/8/19,0
11/9/19,0
11/10/19,0
11/11/19,0
11/12/19,0
11/13/19,0
11/14/19,0
11/15/19,0
11/16/19,0
11/17/19,0
11/18/19,0
11/19/19,2.6
11/20/19,3.6
11/21/19,4.7
11/22/19,0.4
11/23/19,0
11/24/19,0
11/25/19,5.5
11/26/19,2.3
11/27/19,7.7
11/28/19,0.9
11/29/19,16.8
11/30/19,0.7
12/1/19,7.6
12/2/19,0
12/3/19,0
12/4/19,4.6
12/5/19,10.6
12/6/19,2.6
12/7/19,3.5
12/8/19,17
12/9/19,0
12/10/19,0
12/11/19,0.9
12/12/19,13
12/13/19,13.9
12/14/19,18.9
12/15/19,0
12/16/19,0
12/17/19,0
12/18/19,0
12/19/19,0
12/20/19,0
12/21/19,2.6
12/22/19,0.7
12/23/19,0
12/24/19,4
12/25/19,2.2
12/26/19,5.2
12/27/19,9.5
12/28/19,0
12/29/19,0
12/30/19,0
12/31/19,4.3
1/1/20,0
1/2/20,4.5
1/3/20,4.6
1/4/20,0
1/5/20,2.3
1/6/20,0
1/7/20,0
1/8/20,2.3
1/9/20,0.7
1/10/20,0
1/11/20,2.1
1/12/20,6.6
1/13/20,19.8
1/14/20,0
1/15/20,0
1/16/20,2.3
1/17/20,12.9
1/18/20,0
1/19/20,2.1
1/20/20,2.4
1/21/20,4.2
1/22/20,2.4
1/23/20,6.7
1/24/20,0
1/25/20,0
1/26/20,0
1/27/20,2
1/28/20,0
1/29/20,0
1/30/20,0
1/31/20,0
2/1/20,2.3
2/2/20,2.2
2/3/20,1.5
2/4/20,0.5
2/5/20,0.5
2/6/20,15.1
2/7/20,8.8
2/8/20,1.9
2/9/20,2.7
2/10/20,4.2
2/11/20,4.2
2/12/20,0.6
2/13/20,0
2/14/20,4.3
2/15/20,1.1
2/16/20,15.4
2/17/20,2.3
2/18/20,0
2/19/20,0
2/20/20,0
2/21/20,2.3
2/22/20,6.5
2/23/20,3.3
2/24/20,0.5
2/25/20,0
2/26/20,2.1
2/27/20,2.1
2/28/20,0
2/29/20,2.2
3/1/20,10.7
3/2/20,10.9
3/3/20,1
3/4/20,0
3/5/20,0
3/6/20,2.3
3/7/20,0.3
3/8/20,2.1
3/9/20,0
3/10/20,1.9
3/11/20,9.7
3/12/20,3.2
3/13/20,7.6
3/14/20,6.3
3/15/20,0.4
3/16/20,0
3/17/20,0
3/18/20,1.4
3/19/20,15.1
3/20/20,8.9
3/21/20,2.8
3/22/20,5.6
3/23/20,4.4
3/24/20,7.1
3/25/20,0
3/26/20,0
3/27/20,2.3
3/28/20,7
3/29/20,5.4
3/30/20,2.7
3/31/20,0
4/1/20,2.7
4/2/20,8.8
4/3/20,3.9
4/4/20,0
4/5/20,0.4
4/6/20,0
4/7/20,0
4/8/20,0
4/9/20,0
4/10/20,0
4/11/20,2
4/12/20,1.5
4/13/20,1.3
4/14/20,0
4/15/20,6.4
4/16/20,23.7
4/17/20,5.8
4/18/20,3
4/19/20,2.1
4/20/20,0
4/21/20,2.4
4/22/20,0
4/23/20,3
4/24/20,4.6
4/25/20,2.4
4/26/20,0.4
4/27/20,0
4/28/20,0
4/29/20,0
4/30/20,0
5/1/20,0
5/2/20,0
5/3/20,0
5/4/20,0
5/5/20,0
5/6/20,0
5/7/20,0
5/8/20,0
5/9/20,0
5/10/20,2.1
5/11/20,14.7
5/12/20,0
5/13/20,0
5/14/20,0
5/15/20,0
5/16/20,1.9
5/17/20,0
5/18/20,0
5/19/20,0
5/20/20,0
5/21/20,0
5/22/20,2.1
5/23/20,0
5/24/20,0
5/25/20,0
5/26/20,2.3
5/27/20,0
5/28/20,0
5/29/20,3.3
5/30/20,3
5/31/20,1.3
6/1/20,4.4
6/2/20,0
6/3/20,0
6/4/20,0.6
6/5/20,3.1
6/6/20,2.7
6/7/20,0
6/8/20,9.1
6/9/20,5.2
6/10/20,0
6/11/20,0
6/12/20,3.2
6/13/20,1.6
6/14/20,0
6/15/20,0.9
6/16/20,0
6/17/20,0
6/18/20,1
6/19/20,0
6/20/20,0.3
6/21/20,0
6/22/20,0.3
6/23/20,0
6/24/20,0
6/25/20,0.4
6/26/20,2
6/27/20,0
6/28/20,1.2
6/29/20,0.5
6/30/20,0
7/1/20,0
7/2/20,0
7/3/20,0
7/4/20,2.6
7/5/20,0
7/6/20,0
7/7/20,0
7/8/20,0
7/9/20,0
7/10/20,0
7/11/20,0
7/12/20,2
7/13/20,2.6
7/14/20,8.5
7/15/20,1.2
7/16/20,3.9
7/17/20,0
7/18/20,0
7/19/20,0
7/20/20,0
7/21/20,0
7/22/20,2.6
7/23/20,5.7
7/24/20,2.8
7/25/20,5.5
7/26/20,6
7/27/20,14.1
7/28/20,1.2
7/29/20,0
7/30/20,0
7/31/20,0
8/1/20,0
8/2/20,0
8/3/20,1.6
8/4/20,0
8/5/20,0
8/6/20,0
8/7/20,0
8/8/20,0
8/9/20,0
8/10/20,0
8/11/20,0
8/12/20,0
8/13/20,0
8/14/20,0
8/15/20,0
8/16/20,0
8/17/20,0
8/18/20,0
8/19/20,0
8/20/20,0
8/21/20,0
8/22/20,0
8/23/20,0.5
8/24/20,0.5
8/25/20,4
8/26/20,7.1
8/27/20,0
8/28/20,9.6
8/29/20,15.5
8/30/20,1.1
8/31/20,8.6
9/1/20,2.2
9/2/20,0
9/3/20,0
9/4/20,0
9/5/20,0
9/6/20,0
9/7/20,0
9/8/20,24.8
9/9/20,7.4
9/10/20,5.2
9/11/20,0.9
9/12/20,0
9/13/20,0
9/14/20,0
9/15/20,0
9/16/20,0
9/17/20,0
9/18/20,0.8
9/19/20,0
9/20/20,0
9/21/20,0
9/22/20,0
9/23/20,0
9/24/20,0
9/25/20,0
9/26/20,0
9/27/20,0
9/28/20,0
9/29/20,0
9/30/20,0
10/1/20,0
